文件名,偏移量,大小(字节),标识符
dummy.au,0,1102,0x50a2a100
heli1.bmp,1102,100866,0xb0a6a100
heli1_b.bmp,101968,100866,0xc030a300
heli2.bmp,202834,100866,0xd0baa400
heli2_b.bmp,303700,100866,0xe044a600
jc.bmp,404566,118538,0xf0cea700
jc_b.bmp,523104,118538,0x109ea900
jet.bmp,641642,100866,0x306dab00
jet_b.bmp,742508,100866,0x40f7ac00
prop.bmp,843374,100866,0x5081ae00
prop_b.bmp,944240,100866,0x600bb000
